v8-version,8,4,371,19,-node.17,0
code-creation,LazyCompile,11,87753,0x20cf852b5b6e,200,onParseComplete internal/url.js:239:25,0x354f58ef7a38,~
code-creation,LazyCompile,11,87879,0x20cf852b5f36,894,URLSearchParams internal/url.js:143:14,0x354f58ef82f8,~
code-creation,LazyCompile,11,87919,0x20cf852b6536,38,initSearchParams internal/url.js:711:26,0x354f58ef7d58,~
code-creation,LazyCompile,11,87970,0x20cf852b66fe,214,encodePathChars internal/url.js:1373:25,0x354f58ef8118,~
code-creation,LazyCompile,11,88009,0x20cf852b692e,67,set internal/url.js:619:8,0x354f58ef8ac8,~
code-creation,LazyCompile,11,88032,0x20cf852b6a96,34, internal/url.js:343:21,0x354f58ef8438,~
code-creation,LazyCompile,11,88096,0x20cf852b6bde,114,onParsePathComplete internal/url.js:298:29,0x354f58ef7c18,~
code-creation,LazyCompile,11,88214,0x20cf852b6e86,492,packageExportsResolve internal/modules/esm/resolve.js:467:31,0x2c5c20af798,~
code-creation,LazyCompile,11,88282,0x20cf852b8e4e,179,isConditionalExportsMainSugar internal/modules/esm/resolve.js:436:39,0x2c5c20af748,~
code-creation,LazyCompile,11,88389,0x20cf852b9146,437,resolvePackageTarget internal/modules/esm/resolve.js:371:30,0x2c5c20af6f8,~
code-creation,LazyCompile,11,88428,0x20cf852b94ee,30,isArrayIndex internal/modules/esm/resolve.js:365:22,0x2c5c20af6a8,~
code-creation,LazyCompile,11,88659,0x20cf852b969e,492,resolvePackageTargetString internal/modules/esm/resolve.js:317:36,0x2c5c20af658,~
tick,0xffac5b,88778,0,0x0,0,0x1081510,0x1454ebb,0x15dc6c3ed289,0x20cf852b9797,0x20cf852b9168,0x20cf852b92c2,0x20cf852b91c0,0x20cf852b6ee2,0x3a835e85a735,0x3a835e846a8c,0x3a835e851135,0x3a835e8507d8,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,LazyCompile,11,88827,0x20cf852b9ace,18,toString internal/url.js:444:29,0x354f58ef8578,~
code-creation,LazyCompile,11,88922,0x20cf852b9d06,347,format internal/url.js:395:27,0x354f58ef8528,~
code-creation,LazyCompile,11,88981,0x20cf852b9fee,18,get internal/url.js:574:8,0x354f58ef8938,~
code-creation,LazyCompile,11,89012,0x20cf852ba126,80,get internal/url.js:611:8,0x354f58ef8a78,~
code-creation,LazyCompile,11,89129,0x20cf852ba336,193,finalizeEsmResolution internal/modules/cjs/loader.js:886:31,0x39256b0fbc60,~
code-creation,LazyCompile,11,89211,0x20cf852ba63e,116,fileURLToPath internal/url.js:1346:23,0x354f58ef80c8,~
code-creation,LazyCompile,11,89242,0x20cf852ba7d6,18,get internal/url.js:451:8,0x354f58ef85c8,~
code-creation,LazyCompile,11,89299,0x20cf852ba97e,161,get internal/url.js:464:8,0x354f58ef8668,~
code-creation,LazyCompile,11,89342,0x20cf852bab56,14,get internal/url.js:491:8,0x354f58ef86b8,~
code-creation,LazyCompile,11,89386,0x20cf852bacfe,149,getPathFromURLPosix internal/url.js:1328:29,0x354f58ef8078,~
code-creation,Eval,11,89687,0x20cf852bb6b6,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/side-channel/index.js:1:1,0x20cf852bb470,~
code-creation,Eval,11,89706,0x20cf852bb99e,191, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/side-channel/index.js:1:1,0x20cf852bb620,~
tick,0xd16350,89842,0,0x0,0,0xc24ef0,0x3a835e84fbc1,0x3a835e85a6ea,0x3a835e846a8c,0x3a835e851135,0x3a835e8507d8,0x3a835e85a0e3,0x3a835e859f10,0x20cf852bb9a7,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,RegExp,4,90019,0x8d875b05220,4747,(^|\\\\|\\/)(\\.\\.?|node_modules)(\\\\|\\/|$)
code-creation,RegExp,4,90151,0x8d875b06520,955,%2F|%2C
code-creation,Eval,11,90647,0x20cf852be666,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:1:1,0x20cf852be288,~
code-creation,Eval,11,90662,0x33167100ee96,1674, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:1:1,0x20cf852be5d0,~
code-creation,Eval,11,90670,0x33167100f8ee,69, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:29:14,0x20cf852be738,~
tick,0xf653d0,90891,0,0x0,0,0x10999a0,0x1456b24,0x15dc6c3ed289,0x3a835e84f850,0x3a835e85422b,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x33167100ef05,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852bb9a7,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,90977,0x33167101107e,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has-symbols/index.js:1:1,0x331671010ef8,~
code-creation,Eval,11,90990,0x33167101117e,38, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has-symbols/index.js:1:1,0x331671010fe8,~
code-creation,Eval,11,91210,0x3316710116ee,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has-symbols/shams.js:1:1,0x331671011588,~
code-creation,Eval,11,91223,0x3316710117d6,10, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has-symbols/shams.js:1:1,0x331671011658,~
code-creation,LazyCompile,11,91269,0x331671011b3e,62,hasNativeSymbols /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has-symbols/index.js:6:43,0x3316710110b0,~
code-creation,LazyCompile,11,91343,0x331671011d46,429,hasSymbols /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has-symbols/shams.js:4:37,0x331671011720,~
code-creation,Eval,11,91717,0x331671012946,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/function-bind/index.js:1:1,0x3316710127e0,~
code-creation,Eval,11,91735,0x3316710129f6,38, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/function-bind/index.js:1:1,0x3316710128b0,~
code-creation,Eval,11,91927,0x331671012fee,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/function-bind/implementation.js:1:1,0x331671012e48,~
code-creation,Eval,11,91955,0x331671013146,57, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/function-bind/implementation.js:1:1,0x331671012f58,~
tick,0x7f1166126083,91966,1,0x9f69b0,3,0xbe7330,0x3a835e858ba9,0x3a835e85773b,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3316710129fa,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x33167100f396,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852bb9a7,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,92218,0x331671013b16,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has/src/index.js:1:1,0x3316710139b0,~
code-creation,Eval,11,92232,0x331671013bd6,56, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/has/src/index.js:1:1,0x331671013a80,~
code-creation,Eval,11,92627,0x3316710158d6,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/call-bind/callBound.js:1:1,0x331671015740,~
code-creation,Eval,11,92642,0x3316710159de,59, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/call-bind/callBound.js:1:1,0x331671015840,~
code-creation,Eval,11,92985,0x331671016546,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/call-bind/index.js:1:1,0x331671016330,~
code-creation,Eval,11,93027,0x331671016766,239, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/call-bind/index.js:1:1,0x3316710164b0,~
tick,0x7f11665169c1,93059,1,0x9f69b0,3,0xbe7330,0x3a835e858ba9,0x3a835e85773b,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3316710159f1,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852bb9b1,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,LazyCompile,11,93369,0x33167101776e,600,GetIntrinsic /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:253:39,0x20cf852be8d8,~
code-creation,LazyCompile,11,93458,0x331671017cd6,142,stringToPath /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:210:41,0x20cf852be810,~
code-creation,RegExp,4,93542,0x8d875b06940,3471,[^%.[\\]]+|\\[(?:(-?\\d+(?:\\.\\d+)?)|(["'])((?:(?!\\2)[^\\\\]|\\\\.)*?)\\2)\\]|(?=(?:\\.|\\[\\])(?:\\.|\\[\\]|%$))
code-creation,LazyCompile,11,93590,0x331671017ef6,56, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:219:40,0x331671017c08,~
code-creation,LazyCompile,11,93652,0x33167101812e,189,getBaseIntrinsic /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/get-intrinsic/index.js:226:49,0x20cf852be888,~
code-creation,RegExp,4,93727,0x8d875b07740,1144,^%?[^%]*%?$
code-creation,LazyCompile,11,93925,0x331671018d66,120,callBind /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/call-bind/index.js:23:35,0x331671016578,~
tick,0xf09c37,94061,0,0x0,0,0xc24ef0,0x3a835e84fbc1,0x3a835e85a6ea,0x3a835e846a8c,0x3a835e851135,0x3a835e8507d8,0x3a835e85a0e3,0x3a835e859f10,0x20cf852bb9bb,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,94623,0x33167101a4a6,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/object-inspect/index.js:1:1,0x331671019f70,~
code-creation,Eval,11,94638,0x33167101b286,1064, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/object-inspect/index.js:1:1,0x33167101a410,~
code-creation,Eval,11,94839,0x33167101d0ee,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/object-inspect/util.inspect.js:1:1,0x33167101cf88,~
code-creation,Eval,11,94853,0x33167101d18e,20, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/object-inspect/util.inspect.js:1:1,0x33167101d058,~
code-creation,LazyCompile,11,94932,0x33167101d3a6,82,isSymbol /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/object-inspect/index.js:272:18,0x33167101a7f8,~
code-creation,LazyCompile,11,94998,0x33167101d60e,55,callBoundIntrinsic /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/call-bind/callBound.js:9:45,0x331671015908,~
tick,0xf71532,95116,0,0x0,0,0x1071a20,0x3316710179b2,0x33167101d618,0x20cf852bba26,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b3e57,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e32,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,95542,0x33167101e076,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/utils.js:1:1,0x33167101de58,~
code-creation,Eval,11,95560,0x33167101e6d6,194, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/utils.js:1:1,0x33167101dfe0,~
code-creation,Eval,11,95568,0x33167101e8c6,96, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/utils.js:8:26,0x33167101e0a8,~
code-creation,Eval,11,95762,0x33167101f77e,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/formats.js:1:1,0x33167101f5f8,~
code-creation,Eval,11,95776,0x33167101fb56,100, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/formats.js:1:1,0x33167101f6e8,~
tick,0x10f5170,96169,1,0x9de660,5,0xbe7330,0x3a835e85749c,0x3a835e856ead,0x3a835e854665,0x3a835e8542cc,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b2e3c,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x20cf852b156b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b3b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,96367,0x33167102091e,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/parse.js:1:1,0x3316710206f8,~
code-creation,Eval,11,96381,0x331671020e16,119, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/qs/lib/parse.js:1:1,0x331671020888,~
code-creation,Eval,11,96728,0x331671022226,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/express/lib/view.js:1:1,0x331671022030,~
code-creation,Eval,11,96743,0x3316710224d6,153, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/express/lib/view.js:1:1,0x331671022190,~
code-creation,LazyCompile,11,96906,0x3316710234fe,12,get ReadStream fs.js:2101:17,0x2c5c2088e10,~
code-creation,LazyCompile,11,96946,0x3316710236ce,275,lazyLoadStreams fs.js:1994:25,0x2c5c2088a28,~
tick,0xf6ca89,97225,1,0xa54ca0,3,0xbe7330,0x15dc6c3f1ee2,0x15dc6c3f1cce,0x3316710236dc,0x331671023502,0x1447d64,0x3a835e862c0a,0x3a835e862aa9,0x3a835e86290a,0x9cc400,0x3a835e86259b,0x3a835e8622d1,0x3a835e8527b6,0x3a835e850840,0x3a835e85a0e3,0x3a835e859f10,0x331671022519,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b59,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,97243,0x331671023fee,5, internal/fs/streams.js:1:1,0x331671023ca8,~
code-creation,Eval,11,97254,0x331671024b46,772, internal/fs/streams.js:1:1,0x331671023f58,~
code-creation,LazyCompile,11,97386,0x331671026556,12,get WriteStream fs.js:2110:18,0x2c5c2088ef0,~
code-creation,LazyCompile,11,97409,0x33167102667e,12,get FileReadStream fs.js:2121:21,0x2c5c2088fd8,~
code-creation,LazyCompile,11,97427,0x3316710267a6,12,get FileWriteStream fs.js:2130:22,0x2c5c20890c8,~
code-creation,LazyCompile,11,97452,0x3316710268b6,39,get fs.js:2156:8,0x2c5c2089190,~
code-creation,Eval,11,97791,0x331671027126,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/express/lib/utils.js:1:1,0x331671026f10,~
code-creation,Eval,11,97805,0x331671027846,325, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/express/lib/utils.js:1:1,0x331671027090,~
code-creation,Eval,11,98273,0x331671028d26,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/safe-buffer/index.js:1:1,0x331671028ba0,~
code-creation,Eval,11,98348,0x331671029106,173, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/safe-buffer/index.js:1:1,0x331671028c90,~
tick,0x7f11661baa6f,98365,1,0x9f69b0,3,0xbe7330,0x3a835e858ba9,0x3a835e85773b,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x33167102786b,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b6d,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,LazyCompile,11,98450,0x331671029756,5,get buffer.js:1223:8,0x15dc6c3ff370,~
code-creation,LazyCompile,11,98523,0x331671029956,48,copyProps /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/safe-buffer/index.js:7:20,0x331671028d58,~
code-creation,Eval,11,99138,0x33167102aab6,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/content-disposition/index.js:1:1,0x33167102a7f0,~
code-creation,Eval,11,99159,0x33167102af96,189, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/content-disposition/index.js:1:1,0x33167102aa20,~
tick,0x139474a,99400,0,0x0,0,0x3a835e84f866,0x3a835e8524d0,0x3a835e8510d5,0x3a835e8507d8,0x3a835e85a0e3,0x3a835e859f10,0x331671027885,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e867b6d,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85d035,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e85bfca,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e85a0e3,0x3a835e859f10,0x3a835e8593d0,0x3a835e8578a2,0x3a835e8542da,0x3a835e8535bd,0x3a835e8508f7,0x3a835e846394,0x39256b0e9813
code-creation,Eval,11,99898,0x33167102ce0e,5, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/content-type/index.js:1:1,0x33167102cc18,~
code-creation,Eval,11,99918,0x33167102d096,85, /home/r2/Main/coderhouse/js-30990/clases/clase32_profiling_debug/node_modules/content-type/index.js:1:1,0x33167102cd78,~
